numrooms,sqauremeters,levels_on_building,level,price,distrcit,microdistrict,street,builtyear,ceilinghight,seller,bathroomtype,repaired
2,68.0,9,8,35500000,алатауский,мкр аккент 23,nan,2012,2.6,Хозяин недвижимости,совмещенный,nan
3,64.0,13,3,65000000,бостандыкский,nan,ходжанова 77/5,2020,3.0,Хозяин недвижимости,совмещенный,nan
3,90.0,9,2,60400000,турксибский,мкр жас канат 1/25,nan,2016,2.8,Хозяин недвижимости,раздельный,nan
3,120.0,5,4,74000000,медеуский,мкр думан-2 6,nan,2010,2.8,Хозяин недвижимости,2 с/у и более,nan
1,50.2,16,6,44000000,бостандыкский,nan,жарокова 218,2023,3.0,Хозяин недвижимости,раздельный,nan
3,75.0,5,1,44000000,алатауский,мкр саялы 4,nan,2015,nan,Хозяин недвижимости,раздельный,nan
2,44.0,10,4,25500000,алатауский,мкр аккент,nan,2022,2.9,Хозяин недвижимости,совмещенный,nan
2,70.23,12,8,40000000,nan,nan,сейфулина 469а,2024,3.0,Хозяин недвижимости,совмещенный,nan
1,38.0,9,3,36000000,бостандыкский,nan,жарокова 275,1982,nan,Хозяин недвижимости,совмещенный,евроремонт
3,100.0,17,11,63900000,алмалинский,nan,варламова 33,2023,2.8,Хозяин недвижимости,2 с/у и более,черновая отделка
1,52.0,9,5,29500000,алатауский,мкр акбулак,nan,2011,2.8,Хозяин недвижимости,совмещенный,nan
2,50.0,12,5,53500000,алмалинский,nan,жумалиева — жамбыла,2019,2.8,Хозяин недвижимости,nan,nan
2,52.3,7,6,40000000,медеуский,мкр атырау,nan,2021,2.83,Хозяин недвижимости,совмещенный,nan
3,67.0,3,3,35000000,жетысуский,мкр дорожник 33,nan,1987,2.8,Хозяин недвижимости,раздельный,nan
3,82.0,5,3,45000000,медеуский,nan,халиуллина 196/1 — рядом magnum,2021,2.8,Хозяин недвижимости,совмещенный,дргуой ремонт
3,59.0,4,3,29000000,ауэзовский,мкр №10 а 3,nan,1969,2.8,Хозяин недвижимости,совмещенный,nan
3,75.0,10,1,42000000,наурызбайский,nan,алтын орда 6/7 к2,2022,nan,Хозяин недвижимости,раздельный,дргуой ремонт
1,42.0,3,1,26500000,турксибский,nan,толстого 8/1 — за налоговой,1972,nan,Хозяин недвижимости,совмещенный,nan
1,40.4,18,7,38500000,бостандыкский,nan,абая 164 — брусиловского,2022,3.0,Хозяин недвижимости,совмещенный,евроремонт
2,63.0,10,2,31000000,наурызбайский,мкр шугыла,nan,2022,nan,Хозяин недвижимости,nan,nan
3,63.3,10,5,49500000,ауэзовский,мкр №12,nan,2019,2.7,Хозяин недвижимости,совмещенный,nan
1,30.0,13,12,27000000,турксибский,nan,майлина 54,2016,2.8,Хозяин недвижимости,совмещенный,дргуой ремонт
2,60.0,12,10,37500000,наурызбайский,nan,сабденова 139/6 — нурлы,2022,2.7,Хозяин недвижимости,раздельный,nan
3,86.0,9,3,43000000,алатауский,мкр зердели (алгабас-6),nan,2014,3.0,Хозяин недвижимости,раздельный,nan
2,112.0,5,2,95000000,бостандыкский,мкр ерменсай,nan,2023,3.0,Хозяин недвижимости,2 с/у и более,nan
3,59.0,4,1,33000000,бостандыкский,nan,утепова 12 — проспект юрия гагарина,1971,2.7,Специалист,совмещенный,nan
1,49.0,10,9,28000000,наурызбайский,мкр шугыла,nan,2019,2.8,Хозяин недвижимости,совмещенный,nan
3,105.0,10,4,92000000,медеуский,nan,кабанбай батыра 15,2017,3.2,Специалист,2 с/у и более,nan
4,130.0,20,10,78900000,алмалинский,nan,прокофьева 148,2011,3.0,Хозяин недвижимости,2 с/у и более,свежий ремонт
1,21.0,4,3,14900000,ауэзовский,nan,жандосова 59/1 — жандосова берегового,1978,2.7,Хозяин недвижимости,совмещенный,капитальный ремонт
3,85.8,5,1,40000000,алатауский,мкр саялы 43,nan,2015,nan,Хозяин недвижимости,раздельный,nan
2,50.0,4,1,24000000,турксибский,мкр 13-й военный городок,nan,1968,2.5,Хозяин недвижимости,совмещенный,nan
3,63.0,9,3,52000000,медеуский,мкр думан-2,nan,2022,2.7,Хозяин недвижимости,nan,дргуой ремонт
3,89.0,9,5,50000000,алатауский,мкр нуркент (алгабас-1),nan,2015,2.7,Хозяин недвижимости,2 с/у и более,nan
2,88.2,5,5,66000000,медеуский,мкр думан-2 — меркур град,nan,2010,2.8,Хозяин недвижимости,nan,nan
1,48.2,9,9,28000000,алатауский,мкр нуркент (алгабас-1),nan,2018,2.8,Хозяин недвижимости,раздельный,nan
2,57.0,5,4,30000000,алмалинский,nan,айтеке би 175 — муканова,1978,2.7,Специалист,совмещенный,nan
2,41.0,4,1,44900000,медеуский,nan,каирбекова 7 — жибек жолы,1962,2.8,Хозяин недвижимости,nan,дргуой ремонт
3,64.1,4,4,39000000,бостандыкский,мкр коктем-2 8,nan,1972,nan,Хозяин недвижимости,совмещенный,nan
3,85.0,5,3,70000000,медеуский,nan,айтеке би 28,1987,2.8,Специалист,раздельный,nan
3,67.0,5,4,67000000,бостандыкский,nan,жандосова,1993,2.7,Хозяин недвижимости,раздельный,евроремонт
1,26.0,10,3,18700000,наурызбайский,мкр шугыла 340/8,nan,2023,2.0,Хозяин недвижимости,nan,nan
3,73.4,9,7,49000000,ауэзовский,мкр жетысу-2 33,nan,1993,nan,Хозяин недвижимости,раздельный,nan
2,55.0,9,2,37000000,медеуский,nan,райымбек батыра 288,2022,2.7,Хозяин недвижимости,совмещенный,дизайнерский ремонт
1,45.0,9,6,26500000,наурызбайский,мкр шугыла,nan,2019,2.95,Хозяин недвижимости,совмещенный,nan
2,52.0,5,3,47200000,медеуский,nan,жургенева 8 — зеленый базар,1990,2.8,Хозяин недвижимости,раздельный,nan
2,73.0,16,9,31500000,наурызбайский,мкр шугыла,nan,2012,2.8,Хозяин недвижимости,совмещенный,nan
2,54.0,12,7,47000000,алмалинский,nan,шевченко 85 — проспект сакена сейфуллина,2019,2.8,Специалист,совмещенный,nan
1,37.0,12,9,39990000,бостандыкский,nan,нахимова 51 — маркова - аль-фараби,2023,2.8,Хозяин недвижимости,совмещенный,nan
4,106.0,13,11,155000000,медеуский,nan,кармысова 84 — достык кармысова альфараби,2023,2.8,Хозяин недвижимости,2 с/у и более,дргуой ремонт
3,76.3,9,1,44000000,ауэзовский,мкр жетысу-2 10,nan,1991,28.0,Хозяин недвижимости,раздельный,nan
3,68.0,5,2,38000000,алатауский,nan,проспект райымбек 383 — райымбек- емцова,1986,2.8,Хозяин недвижимости,раздельный,nan
2,70.4,7,4,29000000,алатауский,nan,шарипова 206/8,2022,2.7,Хозяин недвижимости,раздельный,nan
3,86.0,12,5,86000000,бостандыкский,nan,розыбакиева 181 а — байкадамова,2019,3.0,Хозяин недвижимости,nan,nan
4,97.6,10,6,61000000,ауэзовский,nan,толе би — отеген батыра,2023,2.7,Хозяин недвижимости,2 с/у и более,nan
3,91.9,16,9,53300000,медеуский,nan,кунаева 15/1,2017,2.8,Хозяин недвижимости,2 с/у и более,черновая отделка
2,68.6,9,8,44950000,ауэзовский,мкр аксай-1,nan,2022,2.7,Хозяин недвижимости,совмещенный,nan
2,68.0,6,2,60000000,медеуский,мкр горный гигант,nan,2009,3.0,Хозяин недвижимости,2 с/у и более,nan
1,39.2,15,10,25500000,жетысуский,nan,райымбека b2 — суюнбая,2024,3.0,Хозяин недвижимости,совмещенный,черновая отделка
1,34.0,9,7,20700000,наурызбайский,мкр шугыла 590/10 — жуалы,nan,2023,2.6,Хозяин недвижимости,совмещенный,после ремонта
2,54.0,6,1,31200000,наурызбайский,мкр шугыла,nan,2022,nan,Хозяин недвижимости,2 с/у и более,nan
2,57.0,16,9,55000000,бостандыкский,nan,абая,2009,3.0,Хозяин недвижимости,совмещенный,nan
2,88.9,13,4,70000000,бостандыкский,nan,сатпаева 9б — сейфуллина,2006,2.8,Хозяин недвижимости,nan,nan
2,88.9,13,4,70000000,бостандыкский,nan,сатпаева 9б — сейфуллина,2006,2.8,Хозяин недвижимости,nan,nan
3,58.7,4,2,29000000,ауэзовский,мкр №9 2,nan,1966,2.7,Хозяин недвижимости,совмещенный,nan
